Tellaria,default,3625.870182027449,4003.8441162109375,Schamps-Élysées,%5B%5BTellaria4.jpg%5D%5D,ID_e80a994a4b3b
Tellaria,default,4177.242789927895,2414.941516311541,Volkraad,%5B%5BTellaria4.jpg%5D%5D,ID_881ad8c8c898
Tellaria,default,4185.830170515858,2243.7362399228073,Granja de Pedro y Guillermina,%5B%5BTellaria4.jpg%5D%5D,ID_2a5a3be9687b
Tellaria,default,3944.543259388159,2197.5281372070312,Pantano Chikegumee,%5B%5BTellaria4.jpg%5D%5D,ID_bb4a990b8a88
Tellaria,default,3989.3782673121013,2194.5099497323704,Arbol Embrujado,%5B%5BTellaria4.jpg%5D%5D,ID_abf83ad98a9a
Tellaria,default,3976.1904904491103,2129.924285888672,Casa de Katan,%5B%5BTellaria4.jpg%5D%5D,ID_1bab789a6a49
Tellaria,default,4140.568169713453,2241.557373046875,Granjas de repollos,%5B%5BTellaria4.jpg%5D%5D,ID_9b2ac99bfb79
Tellaria,default,4198.580133558665,2498.952392578125,Nieblafina,%5B%5BTellaria4.jpg%5D%5D,ID_2b6b99f9c9cb
Tellaria,default,4249.3679172796565,2409.8441162109375,Bosque de la Bruma,%5B%5BTellaria4.jpg%5D%5D,ID_a98a78f81939
Tellaria,Blue,3537.15044594715,4015.190883062471,Distrito Azul,%5B%5BTellaria4.jpg%5D%5D,ID_391a3afa8b09
Tellaria,default,3676.4934997558594,3996.8701782226562,Distrito Pardo,%5B%5BTellaria4.jpg%5D%5D,ID_69e89a091a2a
Tellaria,default,2393.418702975902,3513.370514483675,Bosque de Brandurgo,%5B%5BTellaria4.jpg%5D%5D,ID_28cb4bfb2bcb
Tellaria,default,4022.1030048510765,1272.1696798258124,Tiorted,%5B%5BTellaria4.jpg%5D%5D,ID_580969f9d85a
Tellaria,default,4110.782102549287,1475.7865325822386,Cassima,%5B%5BTellaria4.jpg%5D%5D,ID_ea29facbe93a
Tellaria,default,4322.222382151895,1422.9396682725442,Bosque Espectral,%5B%5BTellaria4.jpg%5D%5D,ID_a8fb2bfa992b
Tellaria,default,4319.688231787737,1208,Asob,%5B%5BTellaria4.jpg%5D%5D,ID_6909fa48d888
Tellaria,default,4978.90035971835,877.9222061525356,Lica,%5B%5BTellaria4.jpg%5D%5D,ID_4a79b98ba96a
Tellaria,default,5046.536656382496,2411.255591801722,Jafiram,%5B%5BTellaria4.jpg%5D%5D,ID_08383a3b0ad8
Tellaria,default,5522.536692698417,2367.255587965226,Aldea de Valante,%5B%5BTellaria4.jpg%5D%5D,ID_38d81918a938
Tellaria,default,5298.536675608572,2391.25559005786,Aberdeen,%5B%5BTellaria4.jpg%5D%5D,ID_9a2ac899eb9b
Tellaria,default,5075.307360786999,3167.411381784614,Cordillera Lavina,%5B%5BTellaria4.jpg%5D%5D,ID_a9e96be9ea19
Tellaria,default,4567.376616163378,4443.082276356923,Myriad-Pro,%5B%5BTellaria4.jpg%5D%5D,ID_2bfbcbab7b6b
Tellaria,default,4424.034642946979,4861.121223852646,Shieldbiter,%5B%5BTellaria4.jpg%5D%5D,ID_7b0b28680afa
Tellaria,Zone,5145.6104736328125,5940.571533203125,Anantartida,%5B%5BTellaria4.jpg%5D%5D,ID_5a486a681909
Tellaria,default,4885.0390625,5911.06494140625,Noberia,%5B%5BTellaria4.jpg%5D%5D,ID_1a2a39ca2b4b
Tellaria,default,5496.787910216362,6493.420282978192,Athohallan,%5B%5BTellaria4.jpg%5D%5D,ID_aa8afa595a68
Tellaria,default,4096.5511738534915,5636.492165373817,Towashi,%5B%5BTellaria4.jpg%5D%5D,ID_6a7a4bcb4a5a
Tellaria,default,4224.162315190301,5614.4328936273105,Pantano Numai,%5B%5BTellaria4.jpg%5D%5D,ID_f95a282bb81b
Tellaria,default,4216.569246488132,5689.614772043698,Numai,%5B%5BTellaria4.jpg%5D%5D,ID_0aca1b6b688b
Tellaria,default,3814.5281050512776,4726.077881040552,Wald,%5B%5BTellaria4.jpg%5D%5D,ID_fb3b4be968a9
Tellaria,default,3504.476363961064,4444.689630820427,Montaña Richter,%5B%5BTellaria4.jpg%5D%5D,ID_c8a97beb9898
Tellaria,default,3495.4175801405013,4695.974121440266,Wurzel,%5B%5BTellaria4.jpg%5D%5D,ID_49f8fa49eab8
Tellaria,default,3502.307342476451,4617.926392205496,Bosque Wurzel,%5B%5BTellaria4.jpg%5D%5D,ID_18684908ba9b
Tellaria,default,3545.2683653464023,4731.51081216089,Pantano De Nadie,%5B%5BTellaria4.jpg%5D%5D,ID_998bebcafbaa
Tellaria,default,3510.391626082735,3699.7013905292088,Baskerville,%5B%5BTellaria4.jpg%5D%5D,ID_c91bd94a2bdb
Tellaria,default,2539.417724717539,3281.718684667854,Ciudad de los Ancestros,%5B%5BTellaria4.jpg%5D%5D,ID_893b988a6909
